"","participant","condition","block","trial","stimulus","stimulus_type","choice","rt","correct"
"4640","P32","3-back",2,20,"G","non-target","non-target",731,TRUE
"4641","P32","3-back",2,21,"C","target","non-target",1707,FALSE
"4642","P32","3-back",2,22,"L","non-target","non-target",1003,TRUE
"4643","P32","3-back",2,23,"R","non-target","non-target",867,TRUE
"4644","P32","3-back",2,24,"G","non-target","target",843,FALSE
"4645","P32","3-back",2,25,"L","target","target",771,TRUE
"4646","P32","3-back",2,26,"Z","non-target","non-target",1108,TRUE
"4647","P32","3-back",2,27,"G","target","target",1563,TRUE
"4648","P32","3-back",2,28,"H","non-target","non-target",1827,TRUE
"4649","P32","3-back",2,29,"Z","target","target",1373,TRUE
"4650","P32","3-back",2,30,"T","non-target","non-target",754,TRUE
"4651","P32","3-back",3,1,"C","burn-in","non-target",1741,TRUE
"4652","P32","3-back",3,2,"D","burn-in","non-target",749,TRUE
"4653","P32","3-back",3,3,"M","burn-in","non-target",717,TRUE
"4654","P32","3-back",3,4,"C","target","target",773,TRUE
"4655","P32","3-back",3,5,"B","non-target","non-target",821,TRUE
"4656","P32","3-back",3,6,"Q","non-target","non-target",869,TRUE
"4657","P32","3-back",3,7,"W","non-target","non-target",772,TRUE
"4658","P32","3-back",3,8,"B","target","target",564,TRUE
"4659","P32","3-back",3,9,"Q","target","target",460,TRUE
"4660","P32","3-back",3,10,"P","non-target","non-target",1172,TRUE
"4661","P32","3-back",3,11,"B","target","non-target",1653,FALSE
"4662","P32","3-back",3,12,"K","non-target","non-target",1933,TRUE
"4663","P32","3-back",3,13,"V","non-target","non-target",1469,TRUE
"4664","P32","3-back",3,14,"B","target","target",1373,TRUE
"4665","P32","3-back",3,15,"K","target","target",964,TRUE
"4666","P32","3-back",3,16,"N","non-target","non-target",725,TRUE
"4667","P32","3-back",3,17,"J","non-target","non-target",741,TRUE
"4668","P32","3-back",3,18,"Y","non-target","non-target",789,TRUE
"4669","P32","3-back",3,19,"F","non-target","non-target",813,TRUE
"4670","P32","3-back",3,20,"S","non-target","non-target",845,TRUE
"4671","P32","3-back",3,21,"B","non-target","non-target",876,TRUE
"4672","P32","3-back",3,22,"F","target","target",396,TRUE
"4673","P32","3-back",3,23,"C","non-target","non-target",724,TRUE
"4674","P32","3-back",3,24,"B","target","target",484,TRUE
"4675","P32","3-back",3,25,"L","non-target","non-target",652,TRUE
"4676","P32","3-back",3,26,"C","target","target",772,TRUE
"4677","P32","3-back",3,27,"V","non-target","non-target",796,TRUE
"4678","P32","3-back",3,28,"N","non-target","non-target",708,TRUE
"4679","P32","3-back",3,29,"C","target","target",572,TRUE
"4680","P32","3-back",3,30,"H","non-target","non-target",766,TRUE
"4681","P33","2-back",1,1,"K","burn-in","non-target",498,TRUE
"4682","P33","2-back",1,2,"W","burn-in","non-target",258,TRUE
"4683","P33","2-back",1,3,"G","burn-in","non-target",802,TRUE
"4684","P33","2-back",1,4,"L","non-target","non-target",546,TRUE
"4685","P33","2-back",1,5,"C","non-target","non-target",585,TRUE
"4686","P33","2-back",1,6,"H","non-target","non-target",553,TRUE
"4687","P33","2-back",1,7,"N","non-target","non-target",529,TRUE
"4688","P33","2-back",1,8,"C","non-target","non-target",633,TRUE
"4689","P33","2-back",1,9,"N","target","target",457,TRUE
"4690","P33","2-back",1,10,"C","target","non-target",337,FALSE
"4691","P33","2-back",1,11,"N","non-target","target",578,FALSE
"4692","P33","2-back",1,12,"C","target","target",490,TRUE
"4693","P33","2-back",1,13,"N","target","target",930,TRUE
"4694","P33","2-back",1,14,"C","target","target",641,TRUE
"4695","P33","2-back",1,15,"K","non-target","non-target",689,TRUE
"4696","P33","2-back",1,16,"C","target","target",425,TRUE
"4697","P33","2-back",1,17,"D","non-target","non-target",601,TRUE
"4698","P33","2-back",1,18,"C","target","target",498,TRUE
"4699","P33","2-back",1,19,"D","target","target",545,TRUE
"4700","P33","2-back",1,20,"C","target","target",804,TRUE
"4701","P33","2-back",1,21,"P","non-target","non-target",665,TRUE
"4702","P33","2-back",1,22,"Q","non-target","non-target",904,TRUE
"4703","P33","2-back",1,23,"M","non-target","non-target",608,TRUE
"4704","P33","2-back",1,24,"F","non-target","non-target",609,TRUE
"4705","P33","2-back",1,25,"H","non-target","non-target",897,TRUE
"4706","P33","2-back",1,26,"Y","non-target","non-target",609,TRUE
"4707","P33","2-back",1,27,"J","non-target","non-target",769,TRUE
"4708","P33","2-back",1,28,"Z","non-target","non-target",497,TRUE
"4709","P33","2-back",1,29,"R","non-target","non-target",753,TRUE
"4710","P33","2-back",1,30,"Z","target","target",577,TRUE
"4711","P33","2-back",2,1,"B","burn-in","non-target",331,TRUE
"4712","P33","2-back",2,2,"G","burn-in","non-target",339,TRUE
"4713","P33","2-back",2,3,"L","burn-in","non-target",491,TRUE
"4714","P33","2-back",2,4,"W","non-target","non-target",627,TRUE
"4715","P33","2-back",2,5,"S","non-target","non-target",531,TRUE
"4716","P33","2-back",2,6,"V","non-target","non-target",627,TRUE
"4717","P33","2-back",2,7,"S","target","target",562,TRUE
"4718","P33","2-back",2,8,"T","non-target","non-target",610,TRUE
"4719","P33","2-back",2,9,"Q","non-target","non-target",979,TRUE
"4720","P33","2-back",2,10,"L","non-target","non-target",1083,TRUE
"4721","P33","2-back",2,11,"Q","target","target",595,TRUE
"4722","P33","2-back",2,12,"D","non-target","non-target",2179,TRUE
"4723","P33","2-back",2,13,"G","non-target","non-target",2067,TRUE
"4724","P33","2-back",2,14,"D","target","target",747,TRUE
"4725","P33","2-back",2,15,"W","non-target","non-target",963,TRUE
"4726","P33","2-back",2,16,"T","non-target","non-target",546,TRUE
"4727","P33","2-back",2,17,"W","target","target",706,TRUE
"4728","P33","2-back",2,18,"Y","non-target","non-target",1130,TRUE
"4729","P33","2-back",2,19,"W","target","target",554,TRUE
"4730","P33","2-back",2,20,"Y","target","target",538,TRUE
"4731","P33","2-back",2,21,"W","target","non-target",410,FALSE
"4732","P33","2-back",2,22,"Y","target","target",1146,TRUE
"4733","P33","2-back",2,23,"V","non-target","non-target",963,TRUE
"4734","P33","2-back",2,24,"F","non-target","non-target",978,TRUE
"4735","P33","2-back",2,25,"K","non-target","non-target",874,TRUE
"4736","P33","2-back",2,26,"F","target","target",626,TRUE
"4737","P33","2-back",2,27,"P","non-target","non-target",746,TRUE
"4738","P33","2-back",2,28,"J","non-target","non-target",778,TRUE
"4739","P33","2-back",2,29,"P","target","target",770,TRUE
"4740","P33","2-back",2,30,"B","non-target","non-target",1106,TRUE
"4741","P33","2-back",3,1,"M","burn-in","non-target",482,TRUE
"4742","P33","2-back",3,2,"H","burn-in","non-target",186,TRUE
"4743","P33","2-back",3,3,"R","burn-in","non-target",658,TRUE
"4744","P33","2-back",3,4,"Z","non-target","non-target",634,TRUE
"4745","P33","2-back",3,5,"N","non-target","non-target",481,TRUE
"4746","P33","2-back",3,6,"Z","target","target",697,TRUE
"4747","P33","2-back",3,7,"S","non-target","non-target",705,TRUE
"4748","P33","2-back",3,8,"C","non-target","non-target",537,TRUE
"4749","P33","2-back",3,9,"S","target","target",577,TRUE
"4750","P33","2-back",3,10,"C","target","target",825,TRUE
"4751","P33","2-back",3,11,"S","target","target",481,TRUE
"4752","P33","2-back",3,12,"G","non-target","non-target",681,TRUE
"4753","P33","2-back",3,13,"Z","non-target","non-target",1058,TRUE
"4754","P33","2-back",3,14,"G","target","target",1129,TRUE
"4755","P33","2-back",3,15,"J","non-target","non-target",649,TRUE
"4756","P33","2-back",3,16,"G","target","target",753,TRUE
"4757","P33","2-back",3,17,"J","target","target",777,TRUE
"4758","P33","2-back",3,18,"G","target","target",1673,TRUE
"4759","P33","2-back",3,19,"Y","non-target",,,FALSE
"4760","P33","2-back",3,20,"H","non-target","non-target",441,TRUE
"4761","P33","2-back",3,21,"Y","target","target",633,TRUE
"4762","P33","2-back",3,22,"T","non-target","non-target",2632,TRUE
"4763","P33","2-back",3,23,"R","non-target","non-target",1328,TRUE
"4764","P33","2-back",3,24,"L","non-target","non-target",640,TRUE
"4765","P33","2-back",3,25,"B","non-target","non-target",1016,TRUE
"4766","P33","2-back",3,26,"F","non-target","non-target",1984,TRUE
"4767","P33","2-back",3,27,"N","non-target","non-target",833,TRUE
"4768","P33","2-back",3,28,"M","non-target","non-target",977,TRUE
"4769","P33","2-back",3,29,"P","non-target","non-target",745,TRUE
"4770","P33","2-back",3,30,"M","target","target",865,TRUE
"4771","P33","3-back",1,1,"Y","burn-in",,,
"4772","P33","3-back",1,2,"Z","burn-in","non-target",1266,TRUE
"4773","P33","3-back",1,3,"R","burn-in",,,
"4774","P33","3-back",1,4,"F","non-target","non-target",658,TRUE
"4775","P33","3-back",1,5,"V","non-target","non-target",1274,TRUE
"4776","P33","3-back",1,6,"W","non-target","non-target",633,TRUE
"4777","P33","3-back",1,7,"F","target","target",977,TRUE
"4778","P33","3-back",1,8,"V","target","target",1977,TRUE
"4779","P33","3-back",1,9,"W","target","target",937,TRUE
"4780","P33","3-back",1,10,"D","non-target","non-target",777,TRUE
"4781","P33","3-back",1,11,"V","target","target",762,TRUE
"4782","P33","3-back",1,12,"S","non-target","non-target",626,TRUE
"4783","P33","3-back",1,13,"N","non-target","non-target",642,TRUE
"4784","P33","3-back",1,14,"H","non-target","non-target",722,TRUE
"4785","P33","3-back",1,15,"M","non-target","non-target",865,TRUE
"4786","P33","3-back",1,16,"L","non-target","non-target",786,TRUE
"4787","P33","3-back",1,17,"K","non-target","non-target",1017,TRUE
"4788","P33","3-back",1,18,"M","target","target",873,TRUE
"4789","P33","3-back",1,19,"T","non-target","non-target",697,TRUE
"4790","P33","3-back",1,20,"K","target","target",1081,TRUE
"4791","P33","3-back",1,21,"M","target","target",2281,TRUE
"4792","P33","3-back",1,22,"L","non-target","non-target",785,TRUE
"4793","P33","3-back",1,23,"C","non-target","non-target",1304,TRUE
"4794","P33","3-back",1,24,"P","non-target","non-target",656,TRUE
"4795","P33","3-back",1,25,"M","non-target","target",625,FALSE
"4796","P33","3-back",1,26,"H","non-target","non-target",657,TRUE
"4797","P33","3-back",1,27,"K","non-target","non-target",1515,TRUE
"4798","P33","3-back",1,28,"M","target","target",572,TRUE
"4799","P33","3-back",1,29,"H","target","target",1507,TRUE
"4800","P33","3-back",1,30,"K","target","target",625,TRUE
"4801","P33","3-back",2,1,"Q","burn-in","non-target",550,TRUE
"4802","P33","3-back",2,2,"G","burn-in","non-target",587,TRUE
"4803","P33","3-back",2,3,"D","burn-in","non-target",891,TRUE
"4804","P33","3-back",2,4,"Q","target","target",699,TRUE
"4805","P33","3-back",2,5,"J","non-target","non-target",859,TRUE
"4806","P33","3-back",2,6,"D","target","target",1059,TRUE
"4807","P33","3-back",2,7,"R","non-target","non-target",939,TRUE
"4808","P33","3-back",2,8,"J","target","target",1019,TRUE
"4809","P33","3-back",2,9,"F","non-target","non-target",723,TRUE
"4810","P33","3-back",2,10,"R","target","target",1050,TRUE
"4811","P33","3-back",2,11,"T","non-target","non-target",587,TRUE
"4812","P33","3-back",2,12,"F","target","target",2091,TRUE
"4813","P33","3-back",2,13,"B","non-target",,,FALSE
"4814","P33","3-back",2,14,"N","non-target","non-target",635,TRUE
"4815","P33","3-back",2,15,"V","non-target","non-target",677,TRUE
"4816","P33","3-back",2,16,"B","target","target",699,TRUE
"4817","P33","3-back",2,17,"Y","non-target","non-target",915,TRUE
"4818","P33","3-back",2,18,"V","target","non-target",2434,FALSE
"4819","P33","3-back",2,19,"W","non-target","non-target",1106,TRUE
"4820","P33","3-back",2,20,"Y","target","target",1146,TRUE
"4821","P33","3-back",2,21,"S","non-target","non-target",1706,TRUE
"4822","P33","3-back",2,22,"Z","non-target","non-target",755,TRUE
"4823","P33","3-back",2,23,"B","non-target","target",1570,FALSE
"4824","P33","3-back",2,24,"D","non-target","non-target",2306,TRUE
"4825","P33","3-back",2,25,"G","non-target","non-target",763,TRUE
"4826","P33","3-back",2,26,"Y","non-target","non-target",1643,TRUE
"4827","P33","3-back",2,27,"D","target","target",794,TRUE
"4828","P33","3-back",2,28,"Z","non-target","non-target",858,TRUE
"4829","P33","3-back",2,29,"Y","target","target",2090,TRUE
"4830","P33","3-back",2,30,"Q","non-target","non-target",1234,TRUE
"4831","P33","3-back",3,1,"M","burn-in","non-target",367,TRUE
"4832","P33","3-back",3,2,"J","burn-in","non-target",1632,TRUE
"4833","P33","3-back",3,3,"F","burn-in","non-target",1546,TRUE
"4834","P33","3-back",3,4,"M","target","target",776,TRUE
"4835","P33","3-back",3,5,"C","non-target","non-target",727,TRUE
"4836","P33","3-back",3,6,"S","non-target","non-target",663,TRUE
"4837","P33","3-back",3,7,"R","non-target","non-target",951,TRUE
"4838","P33","3-back",3,8,"C","target","target",1463,TRUE
"4839","P33","3-back",3,9,"V","non-target","non-target",575,TRUE
"4840","P33","3-back",3,10,"P","non-target","non-target",625,TRUE
"4841","P33","3-back",3,11,"T","non-target","non-target",1207,TRUE
"4842","P33","3-back",3,12,"V","target","non-target",735,FALSE
"4843","P33","3-back",3,13,"P","target","target",1023,TRUE
"4844","P33","3-back",3,14,"L","non-target","non-target",1102,TRUE
"4845","P33","3-back",3,15,"V","target","non-target",574,FALSE
"4846","P33","3-back",3,16,"W","non-target","non-target",631,TRUE
"4847","P33","3-back",3,17,"L","target","target",1167,TRUE
"4848","P33","3-back",3,18,"N","non-target","target",1071,FALSE
"4849","P33","3-back",3,19,"W","target","target",1967,TRUE
"4850","P33","3-back",3,20,"L","target","target",1167,TRUE
"4851","P33","3-back",3,21,"K","non-target","non-target",927,TRUE
"4852","P33","3-back",3,22,"H","non-target","non-target",1646,TRUE
"4853","P33","3-back",3,23,"L","target","target",2206,TRUE
"4854","P33","3-back",3,24,"K","non-target","target",1222,FALSE
"4855","P33","3-back",3,25,"F","non-target","non-target",1070,TRUE
"4856","P33","3-back",3,26,"L","target","non-target",1774,FALSE
"4857","P33","3-back",3,27,"H","non-target","non-target",1782,TRUE
"4858","P33","3-back",3,28,"W","non-target","target",2478,FALSE
"4859","P33","3-back",3,29,"B","non-target","non-target",2246,TRUE
"4860","P33","3-back",3,30,"Y","non-target","non-target",2095,TRUE
"4861","P34","2-back",1,1,"R","burn-in","non-target",1904,TRUE
"4862","P34","2-back",1,2,"B","burn-in","non-target",1064,TRUE
"4863","P34","2-back",1,3,"N","burn-in","non-target",528,TRUE
"4864","P34","2-back",1,4,"C","non-target","non-target",472,TRUE
"4865","P34","2-back",1,5,"S","non-target","non-target",488,TRUE
"4866","P34","2-back",1,6,"G","non-target","non-target",440,TRUE
"4867","P34","2-back",1,7,"M","non-target","non-target",416,TRUE
"4868","P34","2-back",1,8,"G","target","target",384,TRUE
"4869","P34","2-back",1,9,"M","target","target",433,TRUE
"4870","P34","2-back",1,10,"G","target","target",392,TRUE
"4871","P34","2-back",1,11,"M","target","target",408,TRUE
"4872","P34","2-back",1,12,"B","non-target","non-target",504,TRUE
"4873","P34","2-back",1,13,"W","non-target","non-target",800,TRUE
"4874","P34","2-back",1,14,"J","non-target","non-target",520,TRUE
"4875","P34","2-back",1,15,"Z","non-target","non-target",488,TRUE
"4876","P34","2-back",1,16,"Y","non-target","non-target",488,TRUE
"4877","P34","2-back",1,17,"N","non-target","non-target",464,TRUE
"4878","P34","2-back",1,18,"C","non-target","non-target",416,TRUE
"4879","P34","2-back",1,19,"D","non-target","non-target",407,TRUE
"4880","P34","2-back",1,20,"C","target","target",407,TRUE
"4881","P34","2-back",1,21,"D","target","target",391,TRUE
"4882","P34","2-back",1,22,"C","target","target",375,TRUE
"4883","P34","2-back",1,23,"D","target","target",351,TRUE
"4884","P34","2-back",1,24,"F","non-target","non-target",504,TRUE
"4885","P34","2-back",1,25,"L","non-target","non-target",448,TRUE
"4886","P34","2-back",1,26,"P","non-target","non-target",344,TRUE
"4887","P34","2-back",1,27,"L","target","non-target",256,FALSE
"4888","P34","2-back",1,28,"K","non-target","non-target",496,TRUE
"4889","P34","2-back",1,29,"G","non-target","non-target",616,TRUE
"4890","P34","2-back",1,30,"K","target","target",423,TRUE
"4891","P34","2-back",2,1,"M","burn-in","non-target",954,TRUE
"4892","P34","2-back",2,2,"H","burn-in","non-target",434,TRUE
"4893","P34","2-back",2,3,"R","burn-in","non-target",466,TRUE
"4894","P34","2-back",2,4,"Q","non-target","non-target",394,TRUE
"4895","P34","2-back",2,5,"V","non-target","non-target",394,TRUE
"4896","P34","2-back",2,6,"S","non-target","non-target",417,TRUE
"4897","P34","2-back",2,7,"V","target","target",393,TRUE
"4898","P34","2-back",2,8,"T","non-target","non-target",481,TRUE
"4899","P34","2-back",2,9,"V","target","target",417,TRUE
"4900","P34","2-back",2,10,"Q","non-target","non-target",441,TRUE
"4901","P34","2-back",2,11,"H","non-target","non-target",593,TRUE
"4902","P34","2-back",2,12,"V","non-target","non-target",386,TRUE
"4903","P34","2-back",2,13,"H","target","target",338,TRUE
"4904","P34","2-back",2,14,"V","target","target",690,TRUE
"4905","P34","2-back",2,15,"Y","non-target","non-target",514,TRUE
"4906","P34","2-back",2,16,"V","target","target",425,TRUE
"4907","P34","2-back",2,17,"Y","target","target",473,TRUE
"4908","P34","2-back",2,18,"V","target","target",401,TRUE
"4909","P34","2-back",2,19,"Y","target","target",385,TRUE
"4910","P34","2-back",2,20,"F","non-target","non-target",537,TRUE
"4911","P34","2-back",2,21,"J","non-target","non-target",785,TRUE
"4912","P34","2-back",2,22,"F","target","target",633,TRUE
"4913","P34","2-back",2,23,"Z","non-target","non-target",505,TRUE
"4914","P34","2-back",2,24,"R","non-target","non-target",473,TRUE
"4915","P34","2-back",2,25,"N","non-target","non-target",504,TRUE
"4916","P34","2-back",2,26,"C","non-target","non-target",696,TRUE
"4917","P34","2-back",2,27,"N","target","target",1136,TRUE
"4918","P34","2-back",2,28,"K","non-target","non-target",480,TRUE
"4919","P34","2-back",2,29,"G","non-target","non-target",481,TRUE
"4920","P34","2-back",2,30,"D","non-target","non-target",433,TRUE
"4921","P34","2-back",3,1,"B","burn-in","non-target",878,TRUE
"4922","P34","2-back",3,2,"S","burn-in","non-target",1358,TRUE
"4923","P34","2-back",3,3,"T","burn-in","non-target",645,TRUE
"4924","P34","2-back",3,4,"L","non-target","non-target",1029,TRUE
"4925","P34","2-back",3,5,"W","non-target","non-target",621,TRUE
"4926","P34","2-back",3,6,"L","target","target",502,TRUE
"4927","P34","2-back",3,7,"W","target","target",382,TRUE
"4928","P34","2-back",3,8,"L","target","target",366,TRUE
"4929","P34","2-back",3,9,"M","non-target","non-target",470,TRUE
"4930","P34","2-back",3,10,"P","non-target","non-target",446,TRUE
"4931","P34","2-back",3,11,"L","non-target","non-target",406,TRUE
"4932","P34","2-back",3,12,"J","non-target","non-target",414,TRUE
"4933","P34","2-back",3,13,"L","target","target",669,TRUE
"4934","P34","2-back",3,14,"D","non-target","non-target",502,TRUE
"4935","P34","2-back",3,15,"M","non-target","non-target",461,TRUE
"4936","P34","2-back",3,16,"S","non-target","non-target",389,TRUE
"4937","P34","2-back",3,17,"B","non-target","non-target",1821,TRUE
"4938","P34","2-back",3,18,"Z","non-target","non-target",709,TRUE
"4939","P34","2-back",3,19,"B","target","target",1213,TRUE
"4940","P34","2-back",3,20,"N","non-target","non-target",517,TRUE
"4941","P34","2-back",3,21,"B","target","target",421,TRUE
"4942","P34","2-back",3,22,"R","non-target","non-target",885,TRUE
"4943","P34","2-back",3,23,"B","target","target",437,TRUE
"4944","P34","2-back",3,24,"Y","non-target","non-target",397,TRUE
"4945","P34","2-back",3,25,"T","non-target","non-target",405,TRUE
"4946","P34","2-back",3,26,"Y","target","target",533,TRUE
"4947","P34","2-back",3,27,"Q","non-target","non-target",381,TRUE
"4948","P34","2-back",3,28,"Y","target","target",397,TRUE
"4949","P34","2-back",3,29,"W","non-target","non-target",429,TRUE
"4950","P34","2-back",3,30,"Y","target","target",677,TRUE
"4951","P34","3-back",1,1,"F","burn-in",,,
"4952","P34","3-back",1,2,"K","burn-in",,,
"4953","P34","3-back",1,3,"Q","burn-in","non-target",1334,TRUE
"4954","P34","3-back",1,4,"J","non-target","non-target",1206,TRUE
"4955","P34","3-back",1,5,"S","non-target","non-target",877,TRUE
"4956","P34","3-back",1,6,"Q","target","target",2053,TRUE
"4957","P34","3-back",1,7,"J","target","target",773,TRUE
"4958","P34","3-back",1,8,"S","target","target",2789,TRUE
"4959","P34","3-back",1,9,"N","non-target","non-target",1270,TRUE
"4960","P34","3-back",1,10,"Z","non-target","non-target",838,TRUE
"4961","P34","3-back",1,11,"T","non-target","non-target",1214,TRUE
"4962","P34","3-back",1,12,"N","target","target",2190,TRUE
"4963","P34","3-back",1,13,"Z","target","target",1309,TRUE
"4964","P34","3-back",1,14,"V","non-target","non-target",757,TRUE
"4965","P34","3-back",1,15,"N","target","non-target",701,FALSE
"4966","P34","3-back",1,16,"D","non-target","non-target",565,TRUE
"4967","P34","3-back",1,17,"V","target","target",853,TRUE
"4968","P34","3-back",1,18,"L","non-target","non-target",749,TRUE
"4969","P34","3-back",1,19,"C","non-target","non-target",693,TRUE
"4970","P34","3-back",1,20,"M","non-target","non-target",933,TRUE
"4971","P34","3-back",1,21,"L","target","non-target",2237,FALSE
"4972","P34","3-back",1,22,"Y","non-target","non-target",685,TRUE
"4973","P34","3-back",1,23,"Y","non-target","target",581,FALSE
"4974","P34","3-back",1,24,"T","non-target","non-target",772,TRUE
"4975","P34","3-back",1,25,"L","non-target","target",1229,FALSE
"4976","P34","3-back",1,26,"H","non-target","non-target",1085,TRUE
"4977","P34","3-back",1,27,"T","target","target",693,TRUE
"4978","P34","3-back",1,28,"N","non-target","non-target",2901,TRUE
"4979","P34","3-back",1,29,"H","target","target",709,TRUE
"4980","P34","3-back",1,30,"Q","non-target","non-target",669,TRUE
"4981","P34","3-back",2,1,"C","burn-in","non-target",364,TRUE
"4982","P34","3-back",2,2,"V","burn-in","non-target",701,TRUE
"4983","P34","3-back",2,3,"P","burn-in","non-target",964,TRUE
"4984","P34","3-back",2,4,"M","non-target","non-target",612,TRUE
"4985","P34","3-back",2,5,"D","non-target","non-target",516,TRUE
"4986","P34","3-back",2,6,"G","non-target","non-target",524,TRUE
"4987","P34","3-back",2,7,"W","non-target","non-target",516,TRUE
"4988","P34","3-back",2,8,"D","target","target",740,TRUE
"4989","P34","3-back",2,9,"K","non-target","non-target",2261,TRUE
"4990","P34","3-back",2,10,"W","target","target",637,TRUE
"4991","P34","3-back",2,11,"S","non-target","non-target",580,TRUE
"4992","P34","3-back",2,12,"F","non-target","non-target",1172,TRUE
"4993","P34","3-back",2,13,"W","target","target",1316,TRUE
"4994","P34","3-back",2,14,"B","non-target","non-target",1876,TRUE
"4995","P34","3-back",2,15,"F","target","target",1724,TRUE
"4996","P34","3-back",2,16,"Z","non-target","non-target",828,TRUE
"4997","P34","3-back",2,17,"B","target","non-target",2604,FALSE
"4998","P34","3-back",2,18,"R","non-target","non-target",1148,TRUE
"4999","P34","3-back",2,19,"J","non-target","non-target",1860,TRUE
"5000","P34","3-back",2,20,"N","non-target","non-target",1403,TRUE
"5001","P34","3-back",2,21,"P","non-target","non-target",635,TRUE
"5002","P34","3-back",2,22,"V","non-target","non-target",523,TRUE
"5003","P34","3-back",2,23,"Z","non-target","non-target",1523,TRUE
"5004","P34","3-back",2,24,"P","target","target",548,TRUE
"5005","P34","3-back",2,25,"V","target","target",660,TRUE
"5006","P34","3-back",2,26,"Q","non-target","non-target",708,TRUE
"5007","P34","3-back",2,27,"P","target","target",852,TRUE
"5008","P34","3-back",2,28,"V","target","target",1260,TRUE
"5009","P34","3-back",2,29,"Q","target","target",740,TRUE
"5010","P34","3-back",2,30,"B","non-target","non-target",667,TRUE
"5011","P34","3-back",3,1,"G","burn-in",,,
"5012","P34","3-back",3,2,"T","burn-in",,,
"5013","P34","3-back",3,3,"H","burn-in",,,
"5014","P34","3-back",3,4,"G","target","target",513,TRUE
"5015","P34","3-back",3,5,"J","non-target","non-target",481,TRUE
"5016","P34","3-back",3,6,"H","target","target",384,TRUE
"5017","P34","3-back",3,7,"G","target","target",368,TRUE
"5018","P34","3-back",3,8,"J","target","target",784,TRUE
"5019","P34","3-back",3,9,"C","non-target","non-target",648,TRUE
"5020","P34","3-back",3,10,"D","non-target","non-target",1544,TRUE
"5021","P34","3-back",3,11,"J","target","target",568,TRUE
"5022","P34","3-back",3,12,"S","non-target","non-target",448,TRUE
"5023","P34","3-back",3,13,"D","target","target",536,TRUE
"5024","P34","3-back",3,14,"J","target","target",392,TRUE
"5025","P34","3-back",3,15,"L","non-target","non-target",416,TRUE
"5026","P34","3-back",3,16,"Y","non-target","non-target",672,TRUE
"5027","P34","3-back",3,17,"J","target","target",392,TRUE
"5028","P34","3-back",3,18,"W","non-target","non-target",408,TRUE
"5029","P34","3-back",3,19,"F","non-target","non-target",808,TRUE
"5030","P34","3-back",3,20,"J","target","target",648,TRUE
"5031","P34","3-back",3,21,"M","non-target","non-target",696,TRUE
"5032","P34","3-back",3,22,"R","non-target","non-target",576,TRUE
"5033","P34","3-back",3,23,"K","non-target","non-target",1136,TRUE
"5034","P34","3-back",3,24,"C","non-target","non-target",592,TRUE
"5035","P34","3-back",3,25,"J","non-target","non-target",975,TRUE
"5036","P34","3-back",3,26,"G","non-target","non-target",2975,TRUE
"5037","P34","3-back",3,27,"T","non-target","non-target",1191,TRUE
"5038","P34","3-back",3,28,"Q","non-target","non-target",1223,TRUE
"5039","P34","3-back",3,29,"Z","non-target","non-target",759,TRUE
"5040","P34","3-back",3,30,"T","target","target",775,TRUE
"5041","P35","2-back",1,1,"K","burn-in",,,
"5042","P35","2-back",1,2,"V","burn-in",,,
"5043","P35","2-back",1,3,"G","burn-in","non-target",1409,TRUE
"5044","P35","2-back",1,4,"B","non-target","non-target",945,TRUE
"5045","P35","2-back",1,5,"T","non-target","non-target",1033,TRUE
"5046","P35","2-back",1,6,"B","target","target",833,TRUE
"5047","P35","2-back",1,7,"D","non-target","non-target",961,TRUE
"5048","P35","2-back",1,8,"R","non-target","non-target",945,TRUE
"5049","P35","2-back",1,9,"D","target","target",808,TRUE
"5050","P35","2-back",1,10,"T","non-target","non-target",824,TRUE
"5051","P35","2-back",1,11,"Q","non-target","non-target",696,TRUE
"5052","P35","2-back",1,12,"R","non-target","target",1048,FALSE
"5053","P35","2-back",1,13,"L","non-target","non-target",856,TRUE
"5054","P35","2-back",1,14,"N","non-target","non-target",680,TRUE
"5055","P35","2-back",1,15,"L","target","target",632,TRUE
"5056","P35","2-back",1,16,"Y","non-target","non-target",609,TRUE
"5057","P35","2-back",1,17,"L","target","target",689,TRUE
"5058","P35","2-back",1,18,"Y","target","target",744,TRUE
"5059","P35","2-back",1,19,"B","non-target","non-target",528,TRUE
"5060","P35","2-back",1,20,"Y","target","target",944,TRUE
"5061","P35","2-back",1,21,"K","non-target","non-target",528,TRUE
"5062","P35","2-back",1,22,"Y","target","target",632,TRUE
"5063","P35","2-back",1,23,"C","non-target","non-target",760,TRUE
"5064","P35","2-back",1,24,"G","non-target","non-target",1224,TRUE
"5065","P35","2-back",1,25,"D","non-target","non-target",680,TRUE
"5066","P35","2-back",1,26,"G","target","target",696,TRUE
"5067","P35","2-back",1,27,"H","non-target","non-target",672,TRUE
"5068","P35","2-back",1,28,"G","target","target",639,TRUE
"5069","P35","2-back",1,29,"H","target","target",911,TRUE
"5070","P35","2-back",1,30,"J","non-target","non-target",615,TRUE
"5071","P35","2-back",2,1,"Z","burn-in","non-target",450,TRUE
"5072","P35","2-back",2,2,"M","burn-in","non-target",450,TRUE
"5073","P35","2-back",2,3,"F","burn-in","non-target",474,TRUE
"5074","P35","2-back",2,4,"M","target","target",642,TRUE
"5075","P35","2-back",2,5,"W","non-target","non-target",602,TRUE
