,participant,condition,block,trial,stimulus,stimulus_type,choice,rt,correct,N,n_targets,n_corrects,lure,n_recent_repetitions,n_recent_targets,n_recent_lures,n_recent_corrects,n_lures
1847,P19,2-back,2,17,Y,non-target,non-target,692.0,True,2,10,26,False,0.0,2.0,0.0,4.0,0
1848,P19,2-back,2,18,J,target,target,564.0,True,2,10,26,False,1.0,2.0,0.0,4.0,0
1849,P19,2-back,2,19,Z,non-target,non-target,636.0,True,2,10,26,False,1.0,1.0,0.0,4.0,0
1850,P19,2-back,2,20,M,non-target,non-target,604.0,True,2,10,26,False,0.0,1.0,0.0,4.0,0
1851,P19,2-back,2,21,H,non-target,non-target,628.0,True,2,10,26,False,0.0,1.0,0.0,4.0,0
1852,P19,2-back,2,22,V,non-target,non-target,524.0,True,2,10,26,False,0.0,0.0,0.0,4.0,0
1853,P19,2-back,2,23,L,non-target,non-target,636.0,True,2,10,26,False,0.0,0.0,0.0,4.0,0
1854,P19,2-back,2,24,V,target,target,356.0,True,2,10,26,False,1.0,1.0,0.0,4.0,0
1855,P19,2-back,2,25,L,target,target,564.0,True,2,10,26,False,2.0,2.0,0.0,4.0,0
1856,P19,2-back,2,26,C,non-target,non-target,766.0,True,2,10,26,False,1.0,2.0,0.0,4.0,0
1857,P19,2-back,2,27,L,target,target,934.0,True,2,10,26,False,1.0,3.0,0.0,4.0,0
1858,P19,2-back,2,28,S,non-target,non-target,731.0,True,2,10,26,False,1.0,2.0,0.0,4.0,0
1859,P19,2-back,2,29,T,non-target,non-target,579.0,True,2,10,26,False,0.0,1.0,0.0,4.0,0
1860,P19,2-back,2,30,F,non-target,non-target,635.0,True,2,10,26,False,0.0,1.0,0.0,4.0,0
1861,P19,2-back,3,1,D,burn-in,non-target,635.0,False,2,10,26,False,,,,,0
1862,P19,2-back,3,2,W,burn-in,non-target,588.0,False,2,10,26,False,,,,,0
1863,P19,2-back,3,3,Q,burn-in,non-target,961.0,False,2,10,26,False,,,,,0
1864,P19,2-back,3,4,R,non-target,non-target,929.0,True,2,10,26,False,0.0,0.0,0.0,1.0,0
1865,P19,2-back,3,5,K,non-target,non-target,593.0,True,2,10,26,False,0.0,0.0,0.0,2.0,0
1866,P19,2-back,3,6,B,non-target,non-target,649.0,True,2,10,26,False,0.0,0.0,0.0,3.0,0
1867,P19,2-back,3,7,P,non-target,non-target,401.0,True,2,10,26,False,0.0,0.0,0.0,4.0,0
1868,P19,2-back,3,8,B,target,target,425.0,True,2,10,26,False,1.0,1.0,0.0,4.0,0
1869,P19,2-back,3,9,P,target,target,569.0,True,2,10,26,False,2.0,2.0,0.0,4.0,0
1870,P19,2-back,3,10,B,target,target,393.0,True,2,10,26,False,2.0,3.0,0.0,4.0,0
1871,P19,2-back,3,11,J,non-target,non-target,425.0,True,2,10,26,False,1.0,3.0,0.0,4.0,0
1872,P19,2-back,3,12,L,non-target,non-target,529.0,True,2,10,26,False,0.0,2.0,0.0,4.0,0
1873,P19,2-back,3,13,W,non-target,non-target,432.0,True,2,10,26,False,0.0,1.0,0.0,4.0,0
1874,P19,2-back,3,14,S,non-target,non-target,472.0,True,2,10,26,False,0.0,0.0,0.0,4.0,0
1875,P19,2-back,3,15,P,non-target,non-target,448.0,True,2,10,26,False,0.0,0.0,0.0,4.0,0
1876,P19,2-back,3,16,B,non-target,non-target,443.0,True,2,10,26,False,0.0,0.0,0.0,4.0,0
1877,P19,2-back,3,17,D,non-target,non-target,504.0,True,2,10,26,False,0.0,0.0,0.0,4.0,0
1878,P19,2-back,3,18,B,target,target,632.0,True,2,10,26,False,1.0,1.0,0.0,4.0,0
1879,P19,2-back,3,19,D,target,target,498.0,True,2,10,26,False,2.0,2.0,0.0,4.0,0
1880,P19,2-back,3,20,B,target,target,400.0,True,2,10,26,False,2.0,3.0,0.0,4.0,0
1881,P19,2-back,3,21,D,target,target,313.0,True,2,10,26,False,2.0,4.0,0.0,4.0,0
1882,P19,2-back,3,22,N,non-target,non-target,907.0,True,2,10,26,False,1.0,3.0,0.0,4.0,0
1883,P19,2-back,3,23,F,non-target,non-target,731.0,True,2,10,26,False,0.0,2.0,0.0,4.0,0
1884,P19,2-back,3,24,N,target,target,353.0,True,2,10,26,False,1.0,2.0,0.0,4.0,0
1885,P19,2-back,3,25,Q,non-target,non-target,616.0,True,2,10,26,False,1.0,1.0,0.0,4.0,0
1886,P19,2-back,3,26,N,target,non-target,968.0,False,2,10,26,False,1.0,2.0,0.0,3.0,0
1887,P19,2-back,3,27,Z,non-target,non-target,776.0,True,2,10,26,False,1.0,2.0,0.0,3.0,0
1888,P19,2-back,3,28,H,non-target,non-target,697.0,True,2,10,26,False,0.0,1.0,0.0,3.0,0
1889,P19,2-back,3,29,Z,target,target,698.0,True,2,10,26,False,1.0,2.0,0.0,3.0,0
1890,P19,2-back,3,30,R,non-target,non-target,768.0,True,2,10,26,False,1.0,1.0,0.0,4.0,0
1891,P19,3-back,1,1,G,burn-in,,,False,3,10,25,False,,,,,0
1892,P19,3-back,1,2,P,burn-in,,,False,3,10,25,False,,,,,0
1893,P19,3-back,1,3,W,burn-in,,,False,3,10,25,False,,,,,0
1894,P19,3-back,1,4,G,target,target,596.0,True,3,10,25,False,1.0,1.0,0.0,1.0,0
1895,P19,3-back,1,5,P,target,target,676.0,True,3,10,25,False,1.0,2.0,0.0,2.0,0
1896,P19,3-back,1,6,F,non-target,non-target,388.0,True,3,10,25,False,0.0,2.0,0.0,3.0,0
1897,P19,3-back,1,7,R,non-target,non-target,564.0,True,3,10,25,False,0.0,2.0,0.0,4.0,0
1898,P19,3-back,1,8,Y,non-target,non-target,556.0,True,3,10,25,False,0.0,1.0,0.0,4.0,0
1899,P19,3-back,1,9,C,non-target,non-target,452.0,True,3,10,25,False,0.0,0.0,0.0,4.0,0
1900,P19,3-back,1,10,Q,non-target,non-target,596.0,True,3,10,25,False,0.0,0.0,0.0,4.0,0
1901,P19,3-back,1,11,M,non-target,non-target,427.0,True,3,10,25,False,0.0,0.0,0.0,4.0,0
1902,P19,3-back,1,12,C,target,target,651.0,True,3,10,25,False,1.0,1.0,0.0,4.0,0
1903,P19,3-back,1,13,Q,target,target,395.0,True,3,10,25,False,1.0,2.0,0.0,4.0,0
1904,P19,3-back,1,14,S,non-target,non-target,899.0,True,3,10,25,False,0.0,2.0,0.0,4.0,0
1905,P19,3-back,1,15,C,target,non-target,435.0,False,3,10,25,False,1.0,3.0,0.0,3.0,0
1906,P19,3-back,1,16,J,non-target,non-target,971.0,True,3,10,25,False,0.0,2.0,0.0,3.0,0
1907,P19,3-back,1,17,D,non-target,non-target,731.0,True,3,10,25,False,0.0,1.0,0.0,3.0,0
1908,P19,3-back,1,18,H,non-target,non-target,763.0,True,3,10,25,False,0.0,1.0,0.0,3.0,0
1909,P19,3-back,1,19,Z,non-target,non-target,531.0,True,3,10,25,False,0.0,0.0,0.0,4.0,0
1910,P19,3-back,1,20,D,target,target,724.0,True,3,10,25,False,1.0,1.0,0.0,4.0,0
1911,P19,3-back,1,21,H,target,target,603.0,True,3,10,25,False,1.0,2.0,0.0,4.0,0
1912,P19,3-back,1,22,J,non-target,non-target,675.0,True,3,10,25,False,0.0,2.0,0.0,4.0,0
1913,P19,3-back,1,23,D,target,target,835.0,True,3,10,25,False,1.0,3.0,0.0,4.0,0
1914,P19,3-back,1,24,Y,non-target,non-target,683.0,True,3,10,25,False,0.0,2.0,0.0,4.0,0
1915,P19,3-back,1,25,J,target,target,563.0,True,3,10,25,False,1.0,2.0,0.0,4.0,0
1916,P19,3-back,1,26,N,non-target,non-target,475.0,True,3,10,25,False,0.0,2.0,0.0,4.0,0
1917,P19,3-back,1,27,F,non-target,non-target,691.0,True,3,10,25,False,0.0,1.0,0.0,4.0,0
1918,P19,3-back,1,28,J,target,non-target,587.0,False,3,10,25,False,1.0,2.0,0.0,3.0,0
1919,P19,3-back,1,29,T,non-target,non-target,562.0,True,3,10,25,False,0.0,1.0,0.0,3.0,0
1920,P19,3-back,1,30,S,non-target,non-target,506.0,True,3,10,25,False,0.0,1.0,0.0,3.0,0
1921,P19,3-back,2,1,L,burn-in,non-target,471.0,False,3,10,27,False,,,,,0
1922,P19,3-back,2,2,D,burn-in,non-target,351.0,False,3,10,27,False,,,,,0
1923,P19,3-back,2,3,P,burn-in,non-target,367.0,False,3,10,27,False,,,,,0
1924,P19,3-back,2,4,R,non-target,non-target,975.0,True,3,10,27,False,0.0,0.0,0.0,1.0,0
1925,P19,3-back,2,5,Z,non-target,non-target,687.0,True,3,10,27,False,0.0,0.0,0.0,2.0,0
1926,P19,3-back,2,6,P,target,target,759.0,True,3,10,27,False,1.0,1.0,0.0,3.0,0
1927,P19,3-back,2,7,H,non-target,non-target,575.0,True,3,10,27,False,0.0,1.0,0.0,4.0,0
1928,P19,3-back,2,8,Z,target,target,431.0,True,3,10,27,False,1.0,2.0,0.0,4.0,0
1929,P19,3-back,2,9,P,target,target,368.0,True,3,10,27,False,1.0,3.0,0.0,4.0,0
1930,P19,3-back,2,10,M,non-target,non-target,584.0,True,3,10,27,False,0.0,2.0,0.0,4.0,0
1931,P19,3-back,2,11,W,non-target,non-target,808.0,True,3,10,27,False,0.0,2.0,0.0,4.0,0
1932,P19,3-back,2,12,P,target,target,816.0,True,3,10,27,False,1.0,2.0,0.0,4.0,0
1933,P19,3-back,2,13,M,target,target,680.0,True,3,10,27,False,1.0,2.0,0.0,4.0,0
1934,P19,3-back,2,14,W,target,target,504.0,True,3,10,27,False,1.0,3.0,0.0,4.0,0
1935,P19,3-back,2,15,P,target,target,496.0,True,3,10,27,False,1.0,4.0,0.0,4.0,0
1936,P19,3-back,2,16,V,non-target,non-target,440.0,True,3,10,27,False,0.0,3.0,0.0,4.0,0
1937,P19,3-back,2,17,W,target,target,375.0,True,3,10,27,False,1.0,3.0,0.0,4.0,0
1938,P19,3-back,2,18,B,non-target,non-target,559.0,True,3,10,27,False,0.0,2.0,0.0,4.0,0
1939,P19,3-back,2,19,K,non-target,non-target,1071.0,True,3,10,27,False,0.0,1.0,0.0,4.0,0
1940,P19,3-back,2,20,Q,non-target,non-target,743.0,True,3,10,27,False,0.0,1.0,0.0,4.0,0
1941,P19,3-back,2,21,G,non-target,non-target,663.0,True,3,10,27,False,0.0,0.0,0.0,4.0,0
1942,P19,3-back,2,22,K,target,target,663.0,True,3,10,27,False,1.0,1.0,0.0,4.0,0
1943,P19,3-back,2,23,C,non-target,non-target,639.0,True,3,10,27,False,0.0,1.0,0.0,4.0,0
1944,P19,3-back,2,24,G,target,target,1119.0,True,3,10,27,False,1.0,2.0,0.0,4.0,0
1945,P19,3-back,2,25,Z,non-target,non-target,759.0,True,3,10,27,False,0.0,2.0,0.0,4.0,0
1946,P19,3-back,2,26,B,non-target,non-target,703.0,True,3,10,27,False,0.0,1.0,0.0,4.0,0
1947,P19,3-back,2,27,T,non-target,non-target,807.0,True,3,10,27,False,0.0,1.0,0.0,4.0,0
1948,P19,3-back,2,28,M,non-target,non-target,743.0,True,3,10,27,False,0.0,0.0,0.0,4.0,0
1949,P19,3-back,2,29,P,non-target,non-target,695.0,True,3,10,27,False,0.0,0.0,0.0,4.0,0
1950,P19,3-back,2,30,H,non-target,non-target,591.0,True,3,10,27,False,0.0,0.0,0.0,4.0,0
1951,P19,3-back,3,1,V,burn-in,non-target,1180.0,False,3,10,24,False,,,,,1
1952,P19,3-back,3,2,F,burn-in,non-target,332.0,False,3,10,24,False,,,,,1
1953,P19,3-back,3,3,Q,burn-in,non-target,468.0,False,3,10,24,False,,,,,1
1954,P19,3-back,3,4,K,non-target,non-target,620.0,True,3,10,24,False,0.0,0.0,0.0,1.0,1
1955,P19,3-back,3,5,D,non-target,non-target,611.0,True,3,10,24,False,0.0,0.0,0.0,2.0,1
1956,P19,3-back,3,6,Q,target,target,779.0,True,3,10,24,False,1.0,1.0,0.0,3.0,1
1957,P19,3-back,3,7,N,non-target,non-target,715.0,True,3,10,24,False,0.0,1.0,0.0,4.0,1
1958,P19,3-back,3,8,D,target,non-target,507.0,False,3,10,24,False,1.0,2.0,0.0,3.0,1
1959,P19,3-back,3,9,R,non-target,non-target,443.0,True,3,10,24,False,0.0,2.0,0.0,3.0,1
1960,P19,3-back,3,10,N,target,target,731.0,True,3,10,24,False,1.0,2.0,0.0,3.0,1
1961,P19,3-back,3,11,Y,non-target,non-target,635.0,True,3,10,24,False,0.0,2.0,0.0,3.0,1
1962,P19,3-back,3,12,R,target,target,891.0,True,3,10,24,False,1.0,2.0,0.0,4.0,1
1963,P19,3-back,3,13,W,non-target,non-target,803.0,True,3,10,24,False,0.0,2.0,0.0,4.0,1
1964,P19,3-back,3,14,Y,target,target,1195.0,True,3,10,24,False,1.0,2.0,0.0,4.0,1
1965,P19,3-back,3,15,G,non-target,non-target,555.0,True,3,10,24,False,0.0,2.0,0.0,4.0,1
1966,P19,3-back,3,16,S,non-target,non-target,1451.0,True,3,10,24,False,0.0,1.0,0.0,4.0,1
1967,P19,3-back,3,17,Y,target,non-target,1883.0,False,3,10,24,False,1.0,2.0,0.0,3.0,1
1968,P19,3-back,3,18,L,non-target,non-target,1003.0,True,3,10,24,False,0.0,1.0,0.0,3.0,1
1969,P19,3-back,3,19,C,non-target,non-target,771.0,True,3,10,24,False,0.0,1.0,0.0,3.0,1
1970,P19,3-back,3,20,J,non-target,non-target,723.0,True,3,10,24,False,0.0,1.0,0.0,3.0,1
1971,P19,3-back,3,21,L,target,target,739.0,True,3,10,24,False,1.0,1.0,0.0,4.0,1
1972,P19,3-back,3,22,C,target,target,603.0,True,3,10,24,False,1.0,2.0,0.0,4.0,1
1973,P19,3-back,3,23,J,target,target,771.0,True,3,10,24,False,1.0,3.0,0.0,4.0,1
1974,P19,3-back,3,24,S,non-target,non-target,682.0,True,3,10,24,False,0.0,3.0,0.0,4.0,1
1975,P19,3-back,3,25,L,non-target,target,754.0,False,3,10,24,True,0.0,2.0,1.0,3.0,1
1976,P19,3-back,3,26,B,non-target,non-target,546.0,True,3,10,24,False,0.0,1.0,1.0,3.0,1
1977,P19,3-back,3,27,W,non-target,non-target,682.0,True,3,10,24,False,0.0,0.0,1.0,3.0,1
1978,P19,3-back,3,28,K,non-target,non-target,706.0,True,3,10,24,False,0.0,0.0,1.0,3.0,1
1979,P19,3-back,3,29,F,non-target,non-target,506.0,True,3,10,24,False,0.0,0.0,0.0,4.0,1
1980,P19,3-back,3,30,W,target,target,658.0,True,3,10,24,False,1.0,1.0,0.0,4.0,1
1981,P2,2-back,1,1,Y,burn-in,non-target,401.0,False,2,10,27,False,,,,,0
1982,P2,2-back,1,2,T,burn-in,non-target,385.0,False,2,10,27,False,,,,,0
1983,P2,2-back,1,3,L,burn-in,non-target,465.0,False,2,10,27,False,,,,,0
1984,P2,2-back,1,4,S,non-target,non-target,473.0,True,2,10,27,False,0.0,0.0,0.0,1.0,0
1985,P2,2-back,1,5,L,target,target,376.0,True,2,10,27,False,1.0,1.0,0.0,2.0,0
1986,P2,2-back,1,6,J,non-target,non-target,528.0,True,2,10,27,False,1.0,1.0,0.0,3.0,0
1987,P2,2-back,1,7,Q,non-target,non-target,504.0,True,2,10,27,False,0.0,1.0,0.0,4.0,0
1988,P2,2-back,1,8,J,target,target,424.0,True,2,10,27,False,1.0,2.0,0.0,4.0,0
1989,P2,2-back,1,9,Q,target,target,440.0,True,2,10,27,False,2.0,2.0,0.0,4.0,0
1990,P2,2-back,1,10,R,non-target,non-target,384.0,True,2,10,27,False,1.0,2.0,0.0,4.0,0
1991,P2,2-back,1,11,Q,target,target,496.0,True,2,10,27,False,1.0,3.0,0.0,4.0,0
1992,P2,2-back,1,12,R,target,target,440.0,True,2,10,27,False,2.0,3.0,0.0,4.0,0
1993,P2,2-back,1,13,Q,target,target,360.0,True,2,10,27,False,2.0,3.0,0.0,4.0,0
1994,P2,2-back,1,14,L,non-target,non-target,512.0,True,2,10,27,False,1.0,3.0,0.0,4.0,0
1995,P2,2-back,1,15,W,non-target,non-target,536.0,True,2,10,27,False,0.0,2.0,0.0,4.0,0
1996,P2,2-back,1,16,L,target,target,464.0,True,2,10,27,False,1.0,2.0,0.0,4.0,0
1997,P2,2-back,1,17,S,non-target,non-target,608.0,True,2,10,27,False,1.0,1.0,0.0,4.0,0
1998,P2,2-back,1,18,V,non-target,non-target,479.0,True,2,10,27,False,0.0,1.0,0.0,4.0,0
1999,P2,2-back,1,19,S,target,target,327.0,True,2,10,27,False,1.0,2.0,0.0,4.0,0
2000,P2,2-back,1,20,R,non-target,non-target,616.0,True,2,10,27,False,1.0,1.0,0.0,4.0,0
2001,P2,2-back,1,21,J,non-target,non-target,528.0,True,2,10,27,False,0.0,1.0,0.0,4.0,0
2002,P2,2-back,1,22,C,non-target,non-target,496.0,True,2,10,27,False,0.0,1.0,0.0,4.0,0
2003,P2,2-back,1,23,J,target,target,320.0,True,2,10,27,False,1.0,1.0,0.0,4.0,0
2004,P2,2-back,1,24,C,target,target,312.0,True,2,10,27,False,2.0,2.0,0.0,4.0,0
2005,P2,2-back,1,25,M,non-target,non-target,520.0,True,2,10,27,False,1.0,2.0,0.0,4.0,0
2006,P2,2-back,1,26,Y,non-target,non-target,616.0,True,2,10,27,False,0.0,2.0,0.0,4.0,0
2007,P2,2-back,1,27,N,non-target,non-target,472.0,True,2,10,27,False,0.0,1.0,0.0,4.0,0
2008,P2,2-back,1,28,K,non-target,non-target,376.0,True,2,10,27,False,0.0,0.0,0.0,4.0,0
2009,P2,2-back,1,29,P,non-target,non-target,480.0,True,2,10,27,False,0.0,0.0,0.0,4.0,0
2010,P2,2-back,1,30,Z,non-target,non-target,400.0,True,2,10,27,False,0.0,0.0,0.0,4.0,0
2011,P2,2-back,2,1,H,burn-in,non-target,322.0,False,2,10,25,False,,,,,0
2012,P2,2-back,2,2,Q,burn-in,non-target,274.0,False,2,10,25,False,,,,,0
2013,P2,2-back,2,3,G,burn-in,non-target,450.0,False,2,10,25,False,,,,,0
2014,P2,2-back,2,4,D,non-target,non-target,410.0,True,2,10,25,False,0.0,0.0,0.0,1.0,0
2015,P2,2-back,2,5,B,non-target,non-target,450.0,True,2,10,25,False,0.0,0.0,0.0,2.0,0
2016,P2,2-back,2,6,D,target,target,554.0,True,2,10,25,False,1.0,1.0,0.0,3.0,0
2017,P2,2-back,2,7,T,non-target,non-target,442.0,True,2,10,25,False,1.0,1.0,0.0,4.0,0
2018,P2,2-back,2,8,F,non-target,non-target,442.0,True,2,10,25,False,0.0,1.0,0.0,4.0,0
2019,P2,2-back,2,9,N,non-target,non-target,394.0,True,2,10,25,False,0.0,1.0,0.0,4.0,0
2020,P2,2-back,2,10,P,non-target,non-target,465.0,True,2,10,25,False,0.0,0.0,0.0,4.0,0
2021,P2,2-back,2,11,D,non-target,non-target,481.0,True,2,10,25,False,0.0,0.0,0.0,4.0,0
2022,P2,2-back,2,12,P,target,target,393.0,True,2,10,25,False,1.0,1.0,0.0,4.0,0
2023,P2,2-back,2,13,B,non-target,non-target,393.0,True,2,10,25,False,1.0,1.0,0.0,4.0,0
2024,P2,2-back,2,14,P,target,target,385.0,True,2,10,25,False,1.0,2.0,0.0,4.0,0
2025,P2,2-back,2,15,Z,non-target,non-target,385.0,True,2,10,25,False,1.0,2.0,0.0,4.0,0
2026,P2,2-back,2,16,G,non-target,non-target,409.0,True,2,10,25,False,0.0,1.0,0.0,4.0,0
2027,P2,2-back,2,17,W,non-target,non-target,417.0,True,2,10,25,False,0.0,1.0,0.0,4.0,0
2028,P2,2-back,2,18,C,non-target,non-target,385.0,True,2,10,25,False,0.0,0.0,0.0,4.0,0
2029,P2,2-back,2,19,W,target,target,353.0,True,2,10,25,False,1.0,1.0,0.0,4.0,0
2030,P2,2-back,2,20,C,target,target,353.0,True,2,10,25,False,2.0,2.0,0.0,4.0,0
2031,P2,2-back,2,21,W,target,target,473.0,True,2,10,25,False,2.0,3.0,0.0,4.0,0
2032,P2,2-back,2,22,J,non-target,non-target,377.0,True,2,10,25,False,1.0,3.0,0.0,4.0,0
2033,P2,2-back,2,23,W,target,target,553.0,True,2,10,25,False,1.0,3.0,0.0,4.0,0
2034,P2,2-back,2,24,Q,non-target,non-target,489.0,True,2,10,25,False,1.0,2.0,0.0,4.0,0
2035,P2,2-back,2,25,L,non-target,non-target,504.0,True,2,10,25,False,0.0,1.0,0.0,4.0,0
2036,P2,2-back,2,26,Q,target,target,609.0,True,2,10,25,False,1.0,2.0,0.0,4.0,0
2037,P2,2-back,2,27,L,target,non-target,753.0,False,2,10,25,False,2.0,2.0,0.0,3.0,0
2038,P2,2-back,2,28,K,non-target,non-target,457.0,True,2,10,25,False,1.0,2.0,0.0,3.0,0
2039,P2,2-back,2,29,Y,non-target,non-target,377.0,True,2,10,25,False,0.0,2.0,0.0,3.0,0
2040,P2,2-back,2,30,K,target,non-target,353.0,False,2,10,25,False,1.0,2.0,0.0,2.0,0
2041,P2,2-back,3,1,V,burn-in,non-target,870.0,False,2,10,27,False,,,,,0
2042,P2,2-back,3,2,F,burn-in,non-target,398.0,False,2,10,27,False,,,,,0
2043,P2,2-back,3,3,R,burn-in,non-target,518.0,False,2,10,27,False,,,,,0
2044,P2,2-back,3,4,S,non-target,non-target,510.0,True,2,10,27,False,0.0,0.0,0.0,1.0,0
2045,P2,2-back,3,5,T,non-target,non-target,486.0,True,2,10,27,False,0.0,0.0,0.0,2.0,0
2046,P2,2-back,3,6,M,non-target,non-target,373.0,True,2,10,27,False,0.0,0.0,0.0,3.0,0
2047,P2,2-back,3,7,T,target,target,333.0,True,2,10,27,False,1.0,1.0,0.0,4.0,0
2048,P2,2-back,3,8,H,non-target,non-target,445.0,True,2,10,27,False,1.0,1.0,0.0,4.0,0
2049,P2,2-back,3,9,K,non-target,non-target,501.0,True,2,10,27,False,0.0,1.0,0.0,4.0,0
2050,P2,2-back,3,10,H,target,target,405.0,True,2,10,27,False,1.0,2.0,0.0,4.0,0
2051,P2,2-back,3,11,K,target,target,325.0,True,2,10,27,False,2.0,2.0,0.0,4.0,0
2052,P2,2-back,3,12,N,non-target,non-target,405.0,True,2,10,27,False,1.0,2.0,0.0,4.0,0
2053,P2,2-back,3,13,K,target,target,389.0,True,2,10,27,False,1.0,3.0,0.0,4.0,0
2054,P2,2-back,3,14,Y,non-target,non-target,494.0,True,2,10,27,False,1.0,2.0,0.0,4.0,0
2055,P2,2-back,3,15,V,non-target,non-target,374.0,True,2,10,27,False,0.0,1.0,0.0,4.0,0
2056,P2,2-back,3,16,T,non-target,non-target,430.0,True,2,10,27,False,0.0,1.0,0.0,4.0,0
2057,P2,2-back,3,17,V,target,target,518.0,True,2,10,27,False,1.0,1.0,0.0,4.0,0
2058,P2,2-back,3,18,T,target,target,534.0,True,2,10,27,False,2.0,2.0,0.0,4.0,0
2059,P2,2-back,3,19,V,target,target,366.0,True,2,10,27,False,2.0,3.0,0.0,4.0,0
2060,P2,2-back,3,20,D,non-target,non-target,389.0,True,2,10,27,False,1.0,3.0,0.0,4.0,0
2061,P2,2-back,3,21,C,non-target,non-target,357.0,True,2,10,27,False,0.0,2.0,0.0,4.0,0
2062,P2,2-back,3,22,H,non-target,non-target,437.0,True,2,10,27,False,0.0,1.0,0.0,4.0,0
2063,P2,2-back,3,23,G,non-target,non-target,437.0,True,2,10,27,False,0.0,0.0,0.0,4.0,0
2064,P2,2-back,3,24,M,non-target,non-target,517.0,True,2,10,27,False,0.0,0.0,0.0,4.0,0
2065,P2,2-back,3,25,G,target,target,309.0,True,2,10,27,False,1.0,1.0,0.0,4.0,0
2066,P2,2-back,3,26,R,non-target,non-target,413.0,True,2,10,27,False,1.0,1.0,0.0,4.0,0
2067,P2,2-back,3,27,J,non-target,non-target,533.0,True,2,10,27,False,0.0,1.0,0.0,4.0,0
2068,P2,2-back,3,28,R,target,target,597.0,True,2,10,27,False,1.0,2.0,0.0,4.0,0
2069,P2,2-back,3,29,F,non-target,non-target,405.0,True,2,10,27,False,1.0,1.0,0.0,4.0,0
2070,P2,2-back,3,30,R,target,target,349.0,True,2,10,27,False,1.0,2.0,0.0,4.0,0
2071,P2,3-back,1,1,C,burn-in,non-target,331.0,False,3,10,26,False,,,,,0
2072,P2,3-back,1,2,L,burn-in,non-target,315.0,False,3,10,26,False,,,,,0
2073,P2,3-back,1,3,Q,burn-in,non-target,363.0,False,3,10,26,False,,,,,0
2074,P2,3-back,1,4,C,target,target,339.0,True,3,10,26,False,1.0,1.0,0.0,1.0,0
2075,P2,3-back,1,5,H,non-target,non-target,563.0,True,3,10,26,False,0.0,1.0,0.0,2.0,0
2076,P2,3-back,1,6,V,non-target,non-target,691.0,True,3,10,26,False,0.0,1.0,0.0,3.0,0
2077,P2,3-back,1,7,W,non-target,non-target,515.0,True,3,10,26,False,0.0,1.0,0.0,4.0,0
2078,P2,3-back,1,8,H,target,target,475.0,True,3,10,26,False,1.0,1.0,0.0,4.0,0
2079,P2,3-back,1,9,V,target,target,731.0,True,3,10,26,False,1.0,2.0,0.0,4.0,0
2080,P2,3-back,1,10,D,non-target,target,628.0,False,3,10,26,False,0.0,2.0,0.0,3.0,0
2081,P2,3-back,1,11,H,target,target,455.0,True,3,10,26,False,1.0,3.0,0.0,3.0,0
2082,P2,3-back,1,12,T,non-target,non-target,427.0,True,3,10,26,False,0.0,2.0,0.0,3.0,0
2083,P2,3-back,1,13,Z,non-target,non-target,555.0,True,3,10,26,False,0.0,1.0,0.0,3.0,0
2084,P2,3-back,1,14,S,non-target,non-target,879.0,True,3,10,26,False,0.0,1.0,0.0,4.0,0
2085,P2,3-back,1,15,F,non-target,non-target,691.0,True,3,10,26,False,0.0,0.0,0.0,4.0,0
2086,P2,3-back,1,16,B,non-target,non-target,652.0,True,3,10,26,False,0.0,0.0,0.0,4.0,0
2087,P2,3-back,1,17,S,target,target,350.0,True,3,10,26,False,1.0,1.0,0.0,4.0,0
2088,P2,3-back,1,18,F,target,target,635.0,True,3,10,26,False,1.0,2.0,0.0,4.0,0
2089,P2,3-back,1,19,M,non-target,non-target,403.0,True,3,10,26,False,0.0,2.0,0.0,4.0,0
2090,P2,3-back,1,20,P,non-target,non-target,430.0,True,3,10,26,False,0.0,2.0,0.0,4.0,0
2091,P2,3-back,1,21,H,non-target,non-target,1187.0,True,3,10,26,False,0.0,1.0,0.0,4.0,0
2092,P2,3-back,1,22,Y,non-target,non-target,547.0,True,3,10,26,False,0.0,0.0,0.0,4.0,0
2093,P2,3-back,1,23,P,target,target,451.0,True,3,10,26,False,1.0,1.0,0.0,4.0,0
2094,P2,3-back,1,24,C,non-target,non-target,643.0,True,3,10,26,False,0.0,1.0,0.0,4.0,0
2095,P2,3-back,1,25,Y,target,target,506.0,True,3,10,26,False,1.0,2.0,0.0,4.0,0
2096,P2,3-back,1,26,S,non-target,non-target,434.0,True,3,10,26,False,0.0,2.0,0.0,4.0,0
2097,P2,3-back,1,27,R,non-target,non-target,570.0,True,3,10,26,False,0.0,1.0,0.0,4.0,0
2098,P2,3-back,1,28,Y,target,target,386.0,True,3,10,26,False,1.0,2.0,0.0,4.0,0
2099,P2,3-back,1,29,S,target,target,594.0,True,3,10,26,False,1.0,2.0,0.0,4.0,0
2100,P2,3-back,1,30,M,non-target,non-target,594.0,True,3,10,26,False,0.0,2.0,0.0,4.0,0
2101,P2,3-back,2,1,Q,burn-in,non-target,290.0,False,3,10,24,False,,,,,0
2102,P2,3-back,2,2,F,burn-in,non-target,362.0,False,3,10,24,False,,,,,0
2103,P2,3-back,2,3,V,burn-in,non-target,370.0,False,3,10,24,False,,,,,0
2104,P2,3-back,2,4,Q,target,non-target,458.0,False,3,10,24,False,1.0,1.0,0.0,0.0,0
2105,P2,3-back,2,5,F,target,target,562.0,True,3,10,24,False,1.0,2.0,0.0,1.0,0
